#|season|week|title|OT A|PS A|NT A|GS A|OT B|PS B|NT B|GS B|OT C|PS C|NT C|GS C|
proper|25|Sunday Closest to October 26|Ex 22:21-27|Ps 1|1 Thess 2:1-8|Mt 22:34-46|Isaiah 59:9-20|Ps 13|Heb 5:11-6:12|Mk 10:46-52|Jer 14:(1-6)7-10,19-22,|Ps 84|2 Tim 4:6-18|Lk 18:9-14
allSaints|1|All Saints' Day (November 1)|Ecclesiasticus 44:1-14 or Rev 7:9-17|Ps 149|Rev 7:9-17 or Eph 1:(11-14)15-23|Mt 5:1-12 or Lk 6:20-26(27-36)|Ecclesiasticus 44:1-14 or Rev 7:9-17|Ps 149|Rev 7:9-17 or Eph 1:(11-14)15-23|Mt 5:1-12 or Lk 6:20-26(27-36)|Ecclesiasticus 44:1-14 or Rev 7:9-17|Ps 149|Rev 7:9-17 or Eph 1:(11-14)15-23|Mt 5:1-12 or Lk 6:20-26(27-36)
proper|26|Sunday Closest to November 2|Mic 3:5-12|Ps 43|1 Thess 2:9-20|Mt 23:1-12|Deut 6:1-9|Ps 119:1-16|Heb 7:23-28|Mk 12:28-34|Isaiah 1:10-20|Ps 32|2 Thess 1:1-12|Lk 19:1-10
proper|27|Sunday Closest to November 9|Amos 5:18-24|Ps 70|1 Thess 4:13-18|Mt 25:1-13|1 Kings 17:8-16|Ps 146|Heb 9:24-28|Mk 12:38-44|Job 19:23-27a|Ps 17|2 Thess 2:13-3:5|Lk 20:27-38
proper|28|Sunday Closest to November 16|Zeph 1:7,12-18|Ps 90:1-12(13-17)|1 Thess 5:1-10|Mt 25:14-30|Dan 12:1-4a(4b-13)|Ps 16|Heb 10:31-39|Mk 13:14-23|Mal 3:13-4:6|Ps 98|2 Thess 3:6-16|Lk 21:5-19
proper|29|Sunday Closest to November 23 (Christ the King)|Ezek 34:11-20|Ps 95|1 Cor 15:20-28|Mt 25:31-46|Dan 7:9-14|Ps 93|Rev 1:1-8|Jn 18:33-37|Jer 23:1-6|Ps 46|Col 1:11-20|Lk 23:35-43
holyDays|stAndrew|St. Andrew (November 30)|Deut 30:11-14|Ps 19 or Ps 19:1-6|Rom 10:8b-18|Mt 4:18-22|Deut 30:11-14|Ps 19 or Ps 19:1-6|Rom 10:8b-18|Mt 4:18-22|Deut 30:11-14|Ps 19 or Ps 19:1-6|Rom 10:8b-18|Mt 4:18-22
holyDays|stThomas|St. Thomas (December 21)|Hab 2:1-4|Ps 126|Heb 10:35-11:1|Jn 20:19-29|Hab 2:1-4|Ps 126|Heb 10:35-11:1|Jn 20:19-29|Hab 2:1-4|Ps 126|Heb 10:35-11:1|Jn 20:19-29
holyDays|stStephen|St. Stephen (December 26)|Jer 26:1-9(10-11)12-15|Ps 31:1-5(6-24)|Acts 6:8-7:2a,51-60|Mt 23:29-39|Jer 26:1-9(10-11)12-15|Ps 31:1-5(6-24)|Acts 6:8-7:2a,51-60|Mt 23:29-39|Jer 26:1-9(10-11)12-15|Ps 31:1-5(6-24)|Acts 6:8-7:2a,51-60|Mt 23:29-39
holyDays|stJohn|St. John (December 27)|Ex 33:18-23|Ps 92:1-4(5-10)11-14|1 Jn 1|Jn 21:9-25 or Jn 1:1-18|Ex 33:18-23|Ps 92:1-4(5-10)11-14|1 Jn 1|Jn 21:9-25 or Jn 1:1-18|Ex 33:18-23|Ps 92:1-4(5-10)11-14|1 Jn 1|Jn 21:9-25 or Jn 1:1-18
#|holyDays|holyInnocents|Holy Innocents (December 28)|Jer 31:15-17|Ps 124|Rev 21:1-7|Mt 2:13-18|Jer 31:15-17|Ps 124|Rev 21:1-7|Mt 2:13-18|Jer 31:15-17|Ps 124|Rev 21:1-7|Mt 2:13-18|
holyDays|confessionOfStPeter|Confession of St. Peter (January 18)|Acts 4:8-13|Ps 23|1 Pet 5:1-11|Mt 16:13-19|Acts 4:8-13|Ps 23|1 Pet 5:1-11|Mt 16:13-19|Acts 4:8-13|Ps 23|1 Pet 5:1-11|Mt 16:13-19
holyDays|conversionOfStPaul|Conversion of St. Paul (January 25)|Acts 26:9-21|Ps 67|Gal 1:11-24|Mt 10:16-25|Acts 26:9-21|Ps 67|Gal 1:11-24|Mt 10:16-25|Acts 26:9-21|Ps 67|Gal 1:11-24|Mt 10:16-25
holyDays|stMatthias|St. Matthias (February 24)|Acts 1:15-26|Ps 15|Phil 3:12-21|Jn 15:1-16|Acts 1:15-26|Ps 15|Phil 3:12-21|Jn 15:1-16|Acts 1:15-26|Ps 15|Phil 3:12-21|Jn 15:1-16
holyDays|stJoseph|St. Joseph (March 19)|2 Sam 7:4,8-16|Ps 89:1-4(5-18)19-29|Rom 4:13-18|Lk 2:41-52|2 Sam 7:4,8-16|Ps 89:1-4(5-18)19-29|Rom 4:13-18|Lk 2:41-52|2 Sam 7:4,8-16|Ps 89:1-4(5-18)19-29|Rom 4:13-18|Lk 2:41-52
holyDays|annunciation|The Annunciation (March 25)|Isaiah 7:10-14|Ps 40:1-11 or Canticle 3 or Canticle 15|Heb 10:5-10|Lk 1:26-38|Isaiah 7:10-14|Ps 40:1-11 or Canticle 3 or Canticle 15|Heb 10:5-10|Lk 1:26-38|Isaiah 7:10-14|Ps 40:1-11 or Canticle 3 or Canticle 15|Heb 10:5-10|Lk 1:26-38
holyDays|stMark|St. Mark (April 25)|Isaiah 52:7-10|Ps 2|Eph 4:7-8,11-16|Mk 16:15-20|Isaiah 52:7-10|Ps 2|Eph 4:7-8,11-16|Mk 16:15-20|Isaiah 52:7-10|Ps 2|Eph 4:7-8,11-16|Mk 16:15-20
holyDays|stsPhilipAndJames|St. Philip & St. James (May 1)|Isaiah 30:18-21|Ps 119:33-40|2 Cor 4:1-7|Jn 14:6-14|Isaiah 30:18-21|Ps 119:33-40|2 Cor 4:1-7|Jn 14:6-14|Isaiah 30:18-21|Ps 119:33-40|2 Cor 4:1-7|Jn 14:6-14
holyDays|visitation|The Visitation (May 31)|Zeph 3:14-18|Ps 113 or Ps Canticle 9|Col 3:12-17|Lk 1:39-56|Zeph 3:14-18|Ps 113 or Ps Canticle 9|Col 3:12-17|Lk 1:39-56|Zeph 3:14-18|Ps 113 or Ps Canticle 9|Col 3:12-17|Lk 1:39-56
holyDays|stBarnabas|St. Barnabas (June 11)|Isaiah 42:5-12|Ps 112|Acts 11:19-30,13:1-3|Mt 10:7-16|Isaiah 42:5-12|Ps 112|Acts 11:19-30,13:1-3|Mt 10:7-16|Isaiah 42:5-12|Ps 112|Acts 11:19-30,13:1-3|Mt 10:7-16
holyDays|nativityOfJohnTheBaptist|Nativity of St. John the Baptist (June 24)|Isaiah 40:1-11|Ps 85:7-13|Acts 13:14b-26|Lk 1:57-80|Isaiah 40:1-11|Ps 85:7-13|Acts 13:14b-26|Lk 1:57-80|Isaiah 40:1-11|Ps 85:7-13|Acts 13:14b-26|Lk 1:57-80
holyDays|stPeterAndPaul|St. Peter & St. Paul (June 29)|Ezek 34:11-16|Ps 87|2 Tim 4:1-8|Jn 21:15-19|Ezek 34:11-16|Ps 87|2 Tim 4:1-8|Jn 21:15-19|Ezek 34:11-16|Ps 87|2 Tim 4:1-8|Jn 21:15-19
holyDays|dominion|Dominion Day (July 1)|Deut 6:1-15|Ps 145|1 Peter 2:1-6|Matt 22:16-21 or Matt 25:14-30|Deut 6:1-15|Ps 145|1 Peter 2:1-6|Matt 22:16-21 or Matt 25:14-30|Deut 6:1-15|Ps 145|1 Peter 2:1-6|Matt 22:16-21 or Matt 25:14-30
holyDays|independence|Independence Day (July 4)|Deut 10:17-21|Ps 145|Heb 11:8-16|Mt 5:43-48|Deut 10:17-21|Ps 145|Heb 11:8-16|Mt 5:43-48|Deut 10:17-21|Ps 145|Heb 11:8-16|Mt 5:43-48
holyDays|stMaryMagdalene|St. Mary Magdalene (July 22)|Judith 9:1,11-14|Ps 42:1-7(8-15)|2 Cor 5:14-20a|Jn 20:11-18|Judith 9:1,11-14|Ps 42:1-7(8-15)|2 Cor 5:14-20a|Jn 20:11-18|Judith 9:1,11-14|Ps 42:1-7(8-15)|2 Cor 5:14-20a|Jn 20:11-18
holyDays|stJames|St. James (July 25)|Jer 45:1-5|Ps 7:1-11(12-18)|Acts 11:27-12:3|Mt 20:20-28|Jer 45:1-5|Ps 7:1-11(12-18)|Acts 11:27-12:3|Mt 20:20-28|Jer 45:1-5|Ps 7:1-11(12-18)|Acts 11:27-12:3|Mt 20:20-28
holyDays|transfiguration|The Transfiguration (August 6)|Ex 34:29-35|Ps 99|2 Pet 1:13-21|Lk 9:28-36|Ex 34:29-35|Ps 99|2 Pet 1:13-21|Lk 9:28-36|Ex 34:29-35|Ps 99|2 Pet 1:13-21|Lk 9:28-36
holyDays|bvm|St. Mary the Virgin (August 15)|Isaiah 61:10-11|Ps 34|Gal 4:4-7|Lk 1:46-55|Isaiah 61:10-11|Ps 34|Gal 4:4-7|Lk 1:46-55|Isaiah 61:10-11|Ps 34|Gal 4:4-7|Lk 1:46-55
holyDays|stBartholomew|St. Bartholomew (August 24)|Deut 18:15-18|Ps 91|1 Cor 4:9-16|Lk 22:24-30|Deut 18:15-18|Ps 91|1 Cor 4:9-16|Lk 22:24-30|Deut 18:15-18|Ps 91|1 Cor 4:9-16|Lk 22:24-30
holyDays|holyCross|Holy Cross Day (September 14)|Isaiah 45:21-25|Ps 98|Phil 2:5-11|Jn 12:31-36a|Isaiah 45:21-25|Ps 98|Phil 2:5-11|Jn 12:31-36a|Isaiah 45:21-25|Ps 98|Phil 2:5-11|Jn 12:31-36a
holyDays|stMatthew|St. Matthew (September 21)|Prov 3:1-12|Ps 119:33-40|2 Tim 3:1-17|Mt 9:9-13|Prov 3:1-12|Ps 119:33-40|2 Tim 3:1-17|Mt 9:9-13|Prov 3:1-12|Ps 119:33-40|2 Tim 3:1-17|Mt 9:9-13
holyDays|michaelAllAngels|St. Michael & All Angels (September 29)|Gen 28:10-17|Ps 103|Rev 12:7-12|Jn 1:47-51|Gen 28:10-17|Ps 103|Rev 12:7-12|Jn 1:47-51|Gen 28:10-17|Ps 103|Rev 12:7-12|Jn 1:47-51
holyDays|stLuke|St. Luke (October 18)|Ecclesiasticus 38:1-14|Ps 147:1-12|2 Tim 4:1-13|Lk 4:14-21|Ecclesiasticus 38:1-14|Ps 147:1-12|2 Tim 4:1-13|Lk 4:14-21|Ecclesiasticus 38:1-14|Ps 147:1-12|2 Tim 4:1-13|Lk 4:14-21
holyDays|stJames|St. James of Jerusalem (October 23)|Acts 15:12-22a|Ps 1|1 Cor 15:1-11|Mt 13:54-58|Acts 15:12-22a|Ps 1|1 Cor 15:1-11|Mt 13:54-58|Acts 15:12-22a|Ps 1|1 Cor 15:1-11|Mt 13:54-58
holyDays|stsSimonAndJude|St. Simon & St. Jude (October 28)|Deut 32:1-4|Ps 119:89-96|Eph 2:13-22|Jn 15:17-27|Deut 32:1-4|Ps 119:89-96|Eph 2:13-22|Jn 15:17-27|Deut 32:1-4|Ps 119:89-96|Eph 2:13-22|Jn 15:17-27
holyDays|thanksgiving|Thanksgiving Day (Canada and the United States)|Deut 8|Ps 65:1-8(9-14)|James 1:17-27|Mt 6:25-33|Deut 8|Ps 65:1-8(9-14)|James 1:17-27|Mt 6:25-33|Deut 8|Ps 65:1-8(9-14)|James 1:17-27|Mt 6:25-33
holyDays|remembrance|Remembrance Day (Canada: November 11) and Memorial Day(United States: Monday nearest May 28)|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17
holyDays|memorial|Memorial Day(United States: Monday nearest May 28)|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17|Wisdom 3:1-9|Psalm 121|Rev 7:9-17|Jn 11:21-27 or Jn 15:12-17
